battery_id,battery_name,celvollo,celvolhi,imbalance,soc,kw,kvar,volts,charge_rate,created_on_ts
81,Battery-14,2.459,2.4685,9.5,87,-9.23,-0.05,239.3,30,2023-06-14 11:09:29.378925+10
81,Battery-14,2.459,2.4685,9.5,87,-9.23,-0.05,239.3,30,2023-06-14 11:09:35.364052+10
81,Battery-14,2.459,2.4685,9.5,87,-9.23,-0.05,239.3,30,2023-06-14 11:09:40.634564+10
81,Battery-14,2.459,2.4685,9.5,87,-9.23,-0.05,239.3,30,2023-06-14 11:09:45.971848+10
81,Battery-14,2.459,2.4685,9.5,87,-9.23,-0.05,239.3,30,2023-06-14 11:09:51.180149+10
81,Battery-14,2.459,2.4685,9.5,87,-9.23,-0.05,239.3,30,2023-06-14 11:09:56.458058+10
81,Battery-14,2.459,2.4685,9.5,87,-9.23,-0.05,239.3,30,2023-06-14 11:10:02.418957+10
81,Battery-14,2.459,2.4685,9.5,87,-9.23,-0.05,239.3,30,2023-06-14 11:10:08.173806+10
81,Battery-14,2.4523,2.463,10.7,86.5,-9.2,-0.05,238.9,30,2023-06-14 11:10:25.258681+10
81,Battery-14,2.4523,2.4618,9.5,86.5,-9.26,-0.02,239.8,30,2023-06-14 11:11:27.827751+10
81,Battery-14,2.4502,2.4607,10.5,85.5,-9.2,-0.09,240.8,30,2023-06-14 11:12:25.051595+10
81,Battery-14,2.4485,2.4584,9.9,85.5,-9.23,-0.05,239.7,30,2023-06-14 11:13:54.490469+10
81,Battery-14,2.4485,2.4573,8.8,85,-9.2,-0.05,240,30,2023-06-14 11:14:25.637929+10
81,Battery-14,2.4474,2.4562,8.8,85,-9.2,-0.05,237.8,30,2023-06-14 11:15:41.19222+10
81,Battery-14,2.446,2.455,9,84.5,-9.23,-0.12,235.5,30,2023-06-14 11:16:25.365172+10
81,Battery-14,2.4447,2.4539,9.2,84.5,-9.26,-0.09,235.3,30,2023-06-14 11:17:26.430744+10
81,Battery-14,2.4436,2.4527,9.1,84,-9.2,-0.09,236,30,2023-06-14 11:18:25.642811+10
81,Battery-14,2.4421,2.4515,9.4,84,-9.26,-0.05,235.8,30,2023-06-14 11:19:24.672884+10
81,Battery-14,2.4408,2.4504,9.6,84,-9.23,-0.05,235.9,30,2023-06-14 11:20:31.247615+10
81,Battery-14,2.4392,2.4492,10,83.5,-9.26,-0.05,234.5,30,2023-06-14 11:21:26.307597+10
81,Battery-14,2.4377,2.4481,10.4,83.5,-9.26,-0.02,235,30,2023-06-14 11:22:23.99112+10
81,Battery-14,2.4377,2.447,9.3,83,-9.26,-0.05,234.6,30,2023-06-14 11:23:25.303252+10
81,Battery-14,2.4361,2.4459,9.8,83,-9.2,-0.05,234.5,30,2023-06-14 11:24:24.536871+10
81,Battery-14,2.4348,2.4447,9.9,82.5,-9.2,-0.05,233.7,30,2023-06-14 11:25:24.859407+10
81,Battery-14,2.4346,2.4433,8.7,82.5,-9.2,-0.02,233.5,30,2023-06-14 11:26:24.506894+10
81,Battery-14,2.4331,2.4419,8.8,82,-9.16,-0.02,235.4,30,2023-06-14 11:27:27.136305+10
81,Battery-14,2.4313,2.4407,9.4,82,-9.26,-0.09,234.9,30,2023-06-14 11:28:24.798909+10
81,Battery-14,2.4299,2.4396,9.7,81.5,-9.3,-0.09,234.6,30,2023-06-14 11:29:25.318652+10
81,Battery-14,2.4299,2.4385,8.6,81.5,-9.2,-0.05,233.1,30,2023-06-14 11:30:26.598001+10
81,Battery-14,2.4274,2.4375,10.1,81,-9.23,-0.05,232.1,30,2023-06-14 11:31:28.614403+10
81,Battery-14,2.4265,2.4363,9.8,81,-9.16,-0.02,231.6,30,2023-06-14 11:32:59.505977+10
81,Battery-14,2.4254,2.4352,9.8,80.5,-9.2,-0.09,230.3,30,2023-06-14 11:33:27.680669+10
81,Battery-14,2.4241,2.434,9.9,80.5,-9.16,-0.02,230,30,2023-06-14 11:34:25.364288+10
81,Battery-14,2.4241,2.4329,8.8,80,-9.26,-0.02,231.6,30,2023-06-14 11:35:25.929882+10
81,Battery-14,2.4241,2.4318,7.7,80,-9.2,-0.05,232.2,30,2023-06-14 11:36:25.384404+10
81,Battery-14,2.4219,2.4304,8.5,79.5,-9.2,-0.05,232.2,30,2023-06-14 11:37:26.358726+10
81,Battery-14,2.4208,2.4292,8.4,79.5,-9.2,-0.02,232,30,2023-06-14 11:38:25.27904+10
81,Battery-14,2.4187,2.4281,9.4,79,-9.26,-0.02,230.3,30,2023-06-14 11:39:25.506197+10
81,Battery-14,2.4187,2.4281,9.4,79,-9.16,-0.05,230,30,2023-06-14 11:40:25.445265+10
81,Battery-14,2.4174,2.426,8.6,78.5,-9.26,-0.05,229.4,30,2023-06-14 11:42:24.536426+10
81,Battery-14,2.4121,2.423,10.9,78,-12.14,-0.05,232.1,40,2023-06-14 11:43:38.047998+10
81,Battery-14,2.4121,2.4214,9.3,78,-12.24,-0.09,232.2,40,2023-06-14 11:44:24.411267+10
81,Battery-14,2.4108,2.4203,9.5,77.5,-12.21,-0.05,232,40,2023-06-14 11:45:28.649588+10
81,Battery-14,2.4081,2.4191,11,77.5,-12.14,-0.02,231.6,40,2023-06-14 11:46:24.869899+10
81,Battery-14,2.4081,2.4168,8.7,77,-12.21,-0.02,230.5,40,2023-06-14 11:47:25.18259+10
81,Battery-14,2.4039,2.4135,9.6,76.5,-15.26,-0.35,228.3,50,2023-06-14 11:48:23.97827+10
81,Battery-14,2.4026,2.4121,9.5,76,-15.26,-0.32,228.7,50,2023-06-14 11:49:24.658932+10
81,Battery-14,2.4013,2.4109,9.6,76,-15.13,-0.39,228.2,50,2023-06-14 11:50:24.384463+10
81,Battery-14,2.3968,2.4065,9.7,75,-15.26,-0.35,229.4,50,2023-06-14 11:52:54.226511+10
81,Battery-14,2.3932,2.4044,11.2,74.5,-18.21,-0.02,229.7,60,2023-06-14 11:53:25.622833+10
81,Battery-14,2.3921,2.4015,9.4,74,-18.11,-0.45,228.3,60,2023-06-14 11:54:28.869166+10
81,Battery-14,2.3907,2.4002,9.5,73.5,-18.11,-0.42,228.9,60,2023-06-14 11:55:24.771258+10
81,Battery-14,2.3877,2.399,11.3,73,-18.07,-0.45,227.9,60,2023-06-14 11:56:24.380758+10
81,Battery-14,2.3866,2.3965,9.9,72.5,-18.17,-0.49,227.8,60,2023-06-14 11:57:24.781752+10
81,Battery-14,2.3826,2.3938,11.2,72,-20.72,1.67,226,70,2023-06-14 11:58:24.805744+10
81,Battery-14,2.3919,2.3994,7.5,72,-8.24,10.35,225.2,70,2023-06-14 11:59:24.997374+10
81,Battery-14,2.3835,2.3935,10,71.5,-21.22,-0.09,230.1,70,2023-06-14 12:00:26.509089+10
81,Battery-14,2.3797,2.3901,10.4,71,-21.22,-0.42,231.1,70,2023-06-14 12:01:24.802079+10
81,Battery-14,2.3757,2.3876,11.9,70.5,-21.19,-0.12,231.7,70,2023-06-14 12:02:24.900691+10
81,Battery-14,2.3719,2.3833,11.4,70,-24.04,-0.55,232.1,80,2023-06-14 12:03:25.081442+10
81,Battery-14,2.3684,2.381,12.6,69.5,-24.17,-0.09,229.8,80,2023-06-14 12:04:24.861944+10
81,Battery-14,2.3698,2.3799,10.1,68.5,-23.97,-0.62,230.2,80,2023-06-14 12:05:35.778318+10
81,Battery-14,2.3656,2.3773,11.7,68,-24,-0.68,230.5,80,2023-06-14 12:06:24.905191+10
81,Battery-14,2.3639,2.3749,11,67.5,-24.14,-0.55,231,80,2023-06-14 12:07:25.495784+10
81,Battery-14,2.3585,2.3698,11.3,66.5,-26.98,-0.09,231.6,90,2023-06-14 12:09:02.770095+10
81,Battery-14,2.3565,2.3698,13.3,66,-27.15,-0.05,231.5,90,2023-06-14 12:09:24.485688+10
81,Battery-14,2.3551,2.3673,12.2,65.5,-27.15,-0.52,231.6,90,2023-06-14 12:10:25.409298+10
81,Battery-14,2.3518,2.3639,12.1,64.5,-26.98,-0.22,231.8,90,2023-06-14 12:11:59.405243+10
81,Battery-14,2.3504,2.3626,12.2,64,-26.95,-0.49,231.7,90,2023-06-14 12:12:36.690973+10
81,Battery-14,2.3483,2.3602,11.9,63,-27.18,-0.52,232.3,90,2023-06-14 12:14:08.59988+10
81,Battery-14,2.3471,2.3592,12.1,62.5,-27.18,-0.45,233.5,90,2023-06-14 12:14:29.728859+10
81,Battery-14,2.3454,2.3569,11.5,62,-27.02,-0.09,232.2,90,2023-06-14 12:15:36.695067+10
81,Battery-14,2.3433,2.3557,12.4,61,-26.95,-0.55,232.5,90,2023-06-14 12:16:26.064692+10
81,Battery-14,2.3411,2.3534,12.3,60.5,-27.15,-0.62,234,90,2023-06-14 12:17:25.853515+10
81,Battery-14,2.3358,2.3508,15,59.5,-29.93,-0.95,233,100,2023-06-14 12:18:24.414828+10
81,Battery-14,2.3358,2.3496,13.8,59,-29.9,-0.92,232.2,100,2023-06-14 12:19:24.358807+10
81,Battery-14,2.3345,2.3462,11.7,58,-29.87,-0.75,231.7,100,2023-06-14 12:20:24.611997+10
81,Battery-14,2.3319,2.3449,13,57,-30.03,-0.75,232.6,100,2023-06-14 12:21:24.497551+10
81,Battery-14,2.3305,2.3438,13.3,56.5,-29.9,-0.12,233.1,100,2023-06-14 12:22:25.383329+10
81,Battery-14,2.3305,2.3416,11.1,55.5,-29.9,-0.68,232.6,100,2023-06-14 12:23:24.67396+10
81,Battery-14,2.3283,2.3416,13.3,54.5,-30.16,-0.68,233.5,100,2023-06-14 12:24:23.898679+10
81,Battery-14,2.3271,2.3395,12.4,54,-29.9,-0.68,232.9,100,2023-06-14 12:25:24.841367+10
81,Battery-14,2.326,2.3383,12.3,53,-29.93,-0.45,232.7,100,2023-06-14 12:26:24.301159+10
81,Battery-14,2.326,2.3362,10.2,52.5,-30.03,0.71,231.1,100,2023-06-14 12:27:24.962276+10
81,Battery-14,2.3235,2.3352,11.7,51.5,-29.3,3.92,229.7,100,2023-06-14 12:28:23.999925+10
81,Battery-14,2.3224,2.3332,10.8,50,-29.97,-0.62,232.2,100,2023-06-14 12:30:21.841032+10
81,Battery-14,2.323,2.3332,10.2,49,-29.9,-0.65,232.6,100,2023-06-14 12:32:15.334642+10
81,Battery-14,2.3219,2.3321,10.2,47,-29.83,0.04,232.1,100,2023-06-14 12:33:51.267396+10
81,Battery-14,2.3219,2.3321,10.2,47,-29.83,0.04,232.1,100,2023-06-14 12:33:58.101311+10
81,Battery-14,2.3219,2.3321,10.2,47,-29.83,0.04,232.1,100,2023-06-14 12:34:05.277529+10
81,Battery-14,2.3219,2.3321,10.2,46.5,-29.83,0.01,233.1,100,2023-06-14 12:34:24.868367+10
81,Battery-14,2.3219,2.3309,9,46,-30.16,-0.22,232.5,100,2023-06-14 12:35:24.586122+10
81,Battery-14,2.3219,2.3309,9,45,-29.83,0.08,231.1,100,2023-06-14 12:36:26.664823+10
81,Battery-14,2.32,2.3309,10.9,44.5,-29.97,1.14,230.7,100,2023-06-14 12:37:26.921187+10
81,Battery-14,2.32,2.3309,10.9,43.5,-29.83,-0.12,231.5,100,2023-06-14 12:38:24.352299+10
81,Battery-14,2.3361,2.342,5.9,43,10.91,-14.86,226.2,100,2023-06-14 12:39:24.964297+10
81,Battery-14,2.3202,2.3309,10.7,42.5,-30.13,-0.25,230.2,100,2023-06-14 12:40:30.291251+10
81,Battery-14,2.3202,2.3298,9.6,42,-30.1,-0.65,230.7,100,2023-06-14 12:41:26.220207+10
81,Battery-14,2.3186,2.3298,11.2,41,-29.73,0.84,230.8,100,2023-06-14 12:42:25.04884+10
81,Battery-14,2.3186,2.3287,10.1,40,-29.04,5.15,227.9,100,2023-06-14 12:43:25.947974+10
81,Battery-14,2.3494,2.3514,2,40,-20.19,-0.52,226.7,100,2023-06-14 12:44:54.002549+10
81,Battery-14,2.3494,2.3526,3.2,40,-11.81,15.55,222.5,100,2023-06-14 12:45:24.873987+10
81,Battery-14,2.3252,2.3332,8,39.5,-29.83,-0.12,232.3,100,2023-06-14 12:48:01.894269+10
81,Battery-14,2.3196,2.3297,10.1,39.5,-29.77,1.24,231.8,100,2023-06-14 12:48:24.1232+10
81,Battery-14,2.3197,2.3297,10,38.5,-28.51,5.58,230.1,100,2023-06-14 12:49:24.196296+10
81,Battery-14,2.3174,2.3292,11.8,38,-30.13,-0.78,230.8,100,2023-06-14 12:50:24.564713+10
81,Battery-14,2.3159,2.3292,13.3,37,-30.03,0.14,229.8,100,2023-06-14 12:51:24.196803+10
81,Battery-14,2.3315,2.3374,5.9,36.5,25.95,13.19,217.2,100,2023-06-14 12:52:24.382916+10
81,Battery-14,2.3593,2.369,9.7,37,29.79,2.6,217.7,100,2023-06-14 12:53:27.169603+10
81,Battery-14,2.3278,2.3374,9.6,37,-28.74,6.11,227.8,100,2023-06-14 12:54:27.469787+10
81,Battery-14,2.3189,2.3292,10.3,36.5,-30.1,-0.25,231.8,100,2023-06-14 12:55:24.609379+10
81,Battery-14,2.3172,2.328,10.8,35.5,-29.83,-0.32,229.4,100,2023-06-14 12:56:25.344938+10
81,Battery-14,2.315,2.328,13,34,-29.87,-0.22,232.1,100,2023-06-14 12:58:23.876113+10
81,Battery-14,2.315,2.327,12,33,-30.06,0.04,233.6,100,2023-06-14 12:59:24.032718+10
81,Battery-14,2.3132,2.327,13.8,32.5,-29.87,-0.25,234.4,100,2023-06-14 13:00:24.280157+10
81,Battery-14,2.3132,2.327,13.8,31.5,-30.1,-0.22,234,100,2023-06-14 13:01:23.799166+10
81,Battery-14,2.3111,2.3258,14.7,31,-29.83,-0.22,234,100,2023-06-14 13:02:23.467601+10
81,Battery-14,2.3111,2.3258,14.7,30,-29.87,-0.25,233.5,100,2023-06-14 13:03:26.514546+10
81,Battery-14,2.31,2.3258,15.8,29,-29.63,3.19,232.1,100,2023-06-14 13:04:23.883273+10
81,Battery-14,2.31,2.3258,15.8,28.5,-29.47,2.99,231.3,100,2023-06-14 13:05:24.5125+10
81,Battery-14,2.3071,2.3246,17.5,27.5,-29.83,2.03,232.1,100,2023-06-14 13:06:24.147419+10
81,Battery-14,2.3059,2.3246,18.7,26.5,-29.87,-0.22,233.1,100,2023-06-14 13:07:24.358638+10
81,Battery-14,2.3033,2.3232,19.9,26,-28.81,5.68,231.5,100,2023-06-14 13:08:23.630998+10
81,Battery-14,2.305,2.3232,18.2,24,-28.54,6.04,231.1,100,2023-06-14 13:09:23.754128+10
81,Battery-14,2.2996,2.3221,22.5,20.5,-29.87,-0.25,234,100,2023-06-14 13:10:26.109727+10
81,Battery-14,2.2996,2.3221,22.5,19.5,-29.8,-0.22,231.8,100,2023-06-14 13:11:24.252242+10
81,Battery-14,2.297,2.3211,24.1,19,-30.06,0.08,231.8,100,2023-06-14 13:12:25.533702+10
81,Battery-14,2.2943,2.3211,26.8,18,-29.8,-0.22,232.1,100,2023-06-14 13:13:24.653572+10
81,Battery-14,2.2915,2.32,28.5,17,-29.8,-0.22,231.7,100,2023-06-14 13:14:28.726195+10
81,Battery-14,2.2867,2.319,32.3,16.5,-30,-0.35,233.1,100,2023-06-14 13:15:25.800984+10
81,Battery-14,2.2803,2.3178,37.5,15.5,-30.06,-0.39,233,100,2023-06-14 13:16:24.267506+10
81,Battery-14,2.2718,2.3166,44.8,14.5,-30.06,-0.82,229.2,100,2023-06-14 13:17:24.291032+10
81,Battery-14,2.2983,2.3277,29.4,14,-9.16,0.31,225.4,30,2023-06-14 13:18:23.754014+10
81,Battery-14,2.3056,2.3301,24.5,14,-9.2,0.11,225,30,2023-06-14 13:19:23.781314+10
81,Battery-14,2.308,2.3312,23.2,13.5,-9.26,-0.19,226.8,30,2023-06-14 13:20:25.262903+10
81,Battery-14,2.3092,2.3312,22,13.5,-9.3,-0.19,224.4,30,2023-06-14 13:21:24.000992+10
81,Battery-14,2.3092,2.3312,22,13,-9.23,0.11,225.8,30,2023-06-14 13:23:23.950628+10
81,Battery-14,2.3092,2.3312,22,12.5,-9.26,0.01,226.3,30,2023-06-14 13:24:23.517894+10
81,Battery-14,2.3078,2.3312,23.4,12.5,-9.23,0.04,227.2,30,2023-06-14 13:25:24.034718+10
81,Battery-14,2.3078,2.3312,23.4,12,-8.93,0.81,226,30,2023-06-14 13:26:23.534749+10
81,Battery-14,2.3126,2.3324,19.8,12,-5.59,5.25,222.9,30,2023-06-14 13:27:24.65544+10
81,Battery-14,2.3085,2.3311,22.6,12,-9,0.71,223.9,30,2023-06-14 13:28:24.17813+10
81,Battery-14,2.307,2.33,23,11.5,-9.1,0.61,224.9,30,2023-06-14 13:29:23.823021+10
81,Battery-14,2.308,2.3309,22.9,11.5,-9.13,0.14,225.9,30,2023-06-14 13:30:24.569083+10
81,Battery-14,2.3058,2.3296,23.8,11,-9.2,0.14,226.8,30,2023-06-14 13:31:24.255775+10
81,Battery-14,2.3045,2.3296,25.1,11,-9.23,0.11,227,30,2023-06-14 13:32:24.567082+10
81,Battery-14,2.3033,2.3284,25.1,10.5,-9.13,0.11,226.4,30,2023-06-14 13:33:24.05978+10
81,Battery-14,2.301,2.3284,27.4,10.5,-9.2,0.08,226.2,30,2023-06-14 13:34:23.655323+10
81,Battery-14,2.301,2.3273,26.3,10,-9.23,0.08,225.8,30,2023-06-14 13:35:24.243735+10
81,Battery-14,2.2989,2.3273,28.4,10,-9.16,0.11,225.4,30,2023-06-14 13:36:23.763847+10
81,Battery-14,2.2972,2.3262,29,9.5,-9.16,0.11,227.4,30,2023-06-14 13:37:24.303854+10
81,Battery-14,2.2972,2.3262,29,9.5,-9.16,0.08,227.8,30,2023-06-14 13:38:24.440742+10
81,Battery-14,2.2961,2.325,28.9,9,-9.23,-0.02,227.9,30,2023-06-14 13:39:23.711373+10
81,Battery-14,2.2949,2.3238,28.9,9,-9.2,0.01,228.4,30,2023-06-14 13:40:29.325256+10
81,Battery-14,2.3073,2.3284,21.1,8.5,-0.22,-0.02,227.3,0,2023-06-14 13:41:25.709227+10
81,Battery-14,2.3136,2.3311,17.5,8.5,-0.22,0.11,226.7,0,2023-06-14 13:42:24.58471+10
81,Battery-14,2.3305,2.3395,9,8.5,9.12,0.08,224,-30,2023-06-14 13:43:24.934371+10
81,Battery-14,2.3381,2.3449,6.8,9,9.09,0.11,223,-30,2023-06-14 13:44:53.97249+10
81,Battery-14,2.3404,2.3465,6.1,9,9.05,0.11,222.8,-30,2023-06-14 13:45:25.119788+10
81,Battery-14,2.3426,2.3465,3.9,9.5,9.02,0.28,222.3,-30,2023-06-14 13:46:23.65108+10
81,Battery-14,2.344,2.3487,4.7,9.5,8.99,0.28,223.3,-30,2023-06-14 13:47:24.455075+10
81,Battery-14,2.3451,2.3498,4.7,10,9.02,0.24,223.1,-30,2023-06-14 13:48:24.06934+10
81,Battery-14,2.3461,2.3498,3.7,10,9.05,0.24,222.8,-30,2023-06-14 13:49:23.819011+10
81,Battery-14,2.3461,2.351,4.9,10,9.05,0.11,222.6,-30,2023-06-14 13:50:24.584739+10
81,Battery-14,2.3472,2.351,3.8,10.5,9.15,0.08,223.4,-30,2023-06-14 13:51:24.079266+10
81,Battery-14,2.3472,2.352,4.8,10.5,9.02,0.11,222.1,-30,2023-06-14 13:52:24.522111+10
81,Battery-14,2.3472,2.352,4.8,11,9.09,0.24,223,-30,2023-06-14 13:53:23.631002+10
81,Battery-14,2.3482,2.352,3.8,11,9.09,0.24,222.5,-30,2023-06-14 13:54:23.208564+10
81,Battery-14,2.3482,2.352,3.8,11.5,9.09,0.24,222.8,-30,2023-06-14 13:55:23.486385+10
81,Battery-14,2.3482,2.3531,4.9,11.5,9.12,0.04,221,-30,2023-06-14 13:56:24.317877+10
81,Battery-14,2.3482,2.3531,4.9,11.5,9.05,0.11,223.4,-30,2023-06-14 13:57:23.832875+10
81,Battery-14,2.3493,2.3531,3.8,12,9.12,0.04,222.3,-30,2023-06-14 13:58:29.066558+10
81,Battery-14,2.3493,2.3531,3.8,12,9.12,0.21,223.6,-30,2023-06-14 13:59:23.262255+10
81,Battery-14,2.3493,2.3541,4.8,12.5,9.09,0.08,224.1,-30,2023-06-14 14:00:27.385651+10
81,Battery-14,2.3493,2.3541,4.8,12.5,9.12,0.21,226.3,-30,2023-06-14 14:01:41.023992+10
81,Battery-14,2.3493,2.3541,4.8,12.5,9.02,0.24,225.9,-30,2023-06-14 14:02:34.859504+10
81,Battery-14,2.3493,2.3541,4.8,13,9.09,0.11,225.5,-30,2023-06-14 14:03:24.385715+10
81,Battery-14,2.3493,2.3541,4.8,13,9.05,0.11,225.8,-30,2023-06-14 14:04:24.015114+10
81,Battery-14,2.3493,2.3541,4.8,13.5,9.15,0.14,226.8,-30,2023-06-14 14:05:23.719048+10
81,Battery-14,2.3493,2.3541,4.8,13.5,9.09,0.21,226,-30,2023-06-14 14:06:23.759831+10
81,Battery-14,2.3504,2.3541,3.7,14,9.12,0.21,226,-30,2023-06-14 14:07:23.510831+10
81,Battery-14,2.3504,2.3541,3.7,14,9.05,0.21,226.8,-30,2023-06-14 14:08:23.246951+10
81,Battery-14,2.3504,2.3552,4.8,14,9.05,0.24,226,-30,2023-06-14 14:09:23.2819+10
81,Battery-14,2.3504,2.3552,4.8,14.5,9.12,0.14,226.2,-30,2023-06-14 14:10:24.426883+10
81,Battery-14,2.3504,2.3552,4.8,14.5,9.15,0.11,225.3,-30,2023-06-14 14:11:23.85616+10
81,Battery-14,2.3504,2.3552,4.8,15,9.05,0.11,224.4,-30,2023-06-14 14:12:24.196117+10
81,Battery-14,2.3504,2.3552,4.8,15,9.09,0.11,223.4,-30,2023-06-14 14:13:24.268947+10
81,Battery-14,2.3504,2.3552,4.8,15.5,9.12,0.24,223,-30,2023-06-14 14:14:23.754246+10
81,Battery-14,2.3504,2.3552,4.8,15.5,9.09,0.08,223,-30,2023-06-14 14:15:24.155832+10
81,Battery-14,2.3504,2.3552,4.8,15.5,9.12,0.04,221.9,-30,2023-06-14 14:16:23.563157+10
81,Battery-14,2.3454,2.349,3.6,16,0.28,-11.55,228.3,-30,2023-06-14 14:17:24.198079+10
81,Battery-14,2.3507,2.3552,4.5,16,9.12,0.04,223.9,-30,2023-06-14 14:18:23.882912+10
81,Battery-14,2.3507,2.3552,4.5,16.5,9.12,0.11,225.9,-30,2023-06-14 14:19:25.024833+10
81,Battery-14,2.3507,2.3552,4.5,16.5,9.05,0.11,226.8,-30,2023-06-14 14:20:23.633635+10
81,Battery-14,2.3507,2.3552,4.5,16.5,9.09,0.14,225.8,-30,2023-06-14 14:21:23.791742+10
81,Battery-14,2.3507,2.3563,5.6,17,9.12,0.14,223.9,-30,2023-06-14 14:22:23.827235+10
81,Battery-14,2.3507,2.3563,5.6,17,9.05,0.11,223,-30,2023-06-14 14:23:23.274228+10
81,Battery-14,2.3507,2.3563,5.6,17.5,9.12,0.11,223.8,-30,2023-06-14 14:24:24.054714+10
81,Battery-14,2.3507,2.3563,5.6,17.5,9.12,0.01,223.4,-30,2023-06-14 14:25:24.095653+10
81,Battery-14,2.3507,2.3563,5.6,18,9.05,0.11,223.8,-30,2023-06-14 14:26:23.400451+10
81,Battery-14,2.3492,2.3529,3.7,18,9.25,-0.92,220,-30,2023-06-14 14:27:23.990594+10
81,Battery-14,2.3509,2.3555,4.6,18,9.12,0.11,225.5,-30,2023-06-14 14:28:24.89002+10
81,Battery-14,2.3509,2.3555,4.6,18,9.09,0.14,225.9,-30,2023-06-14 14:29:25.138916+10
81,Battery-14,2.3509,2.3567,5.8,18.5,9.05,0.11,227.3,-30,2023-06-14 14:30:24.454631+10
81,Battery-14,2.3509,2.3567,5.8,19,9.12,0.21,226,-30,2023-06-14 14:31:55.703741+10
81,Battery-14,2.3509,2.3567,5.8,19,9.09,0.21,225.4,-30,2023-06-14 14:32:27.179965+10
81,Battery-14,2.3509,2.3567,5.8,19,9.09,0.11,230.2,-30,2023-06-14 14:33:53.728384+10
81,Battery-14,2.3509,2.3567,5.8,19.5,9.12,0.14,232.1,-30,2023-06-14 14:34:27.006763+10
81,Battery-14,2.3509,2.3567,5.8,19.5,9.05,0.11,232.7,-30,2023-06-14 14:35:24.235939+10
81,Battery-14,2.352,2.3567,4.7,19.5,9.05,0.11,231.5,-30,2023-06-14 14:36:23.972278+10
81,Battery-14,2.352,2.3567,4.7,20,9.05,0.14,230.5,-30,2023-06-14 14:37:25.958141+10
81,Battery-14,2.352,2.3567,4.7,20,9.09,0.14,231.5,-30,2023-06-14 14:38:24.497076+10
81,Battery-14,2.352,2.3567,4.7,20.5,9.12,0.14,231.5,-30,2023-06-14 14:39:23.860158+10
81,Battery-14,2.352,2.3567,4.7,20.5,9.12,0.11,231.6,-30,2023-06-14 14:40:24.855487+10
81,Battery-14,2.352,2.3567,4.7,21,9.15,0.14,234,-30,2023-06-14 14:41:24.255403+10
81,Battery-14,2.352,2.3567,4.7,21,9.15,0.11,235,-30,2023-06-14 14:42:25.083042+10
81,Battery-14,2.3533,2.359,5.7,21,12.07,0.18,233.6,-40,2023-06-14 14:43:24.069183+10
81,Battery-14,2.3533,2.359,5.7,21.5,12.17,0.18,233.6,-40,2023-06-14 14:44:31.740178+10
81,Battery-14,2.3533,2.359,5.7,22,12.17,0.21,233.5,-40,2023-06-14 14:45:23.938666+10
81,Battery-14,2.3533,2.3601,6.8,22,12.17,0.18,233.4,-40,2023-06-14 14:46:25.717191+10
81,Battery-14,2.3533,2.3601,6.8,22.5,12.07,0.14,235.1,-40,2023-06-14 14:47:23.870149+10
81,Battery-14,2.355,2.3623,7.3,22.5,15.15,0.18,234.5,-50,2023-06-14 14:48:23.540194+10
81,Battery-14,2.355,2.3623,7.3,23,15.12,0.18,234,-50,2023-06-14 14:49:23.395137+10
81,Battery-14,2.355,2.3627,7.7,23.5,15.18,0.14,234.6,-50,2023-06-14 14:50:24.969804+10
81,Battery-14,2.355,2.3627,7.7,24,15.12,0.18,235,-50,2023-06-14 14:51:25.0295+10
81,Battery-14,2.355,2.3627,7.7,24,15.15,0.18,235.1,-50,2023-06-14 14:52:23.779924+10
81,Battery-14,2.3565,2.3647,8.2,24.5,18.13,0.21,232.6,-60,2023-06-14 14:53:23.610375+10
81,Battery-14,2.3565,2.3647,8.2,25,18.1,0.18,231.2,-60,2023-06-14 14:54:23.275359+10
81,Battery-14,2.3576,2.3647,7.1,25.5,18.13,0.21,230.2,-60,2023-06-14 14:55:23.906234+10
81,Battery-14,2.3576,2.3658,8.2,26,18.1,0.21,230.7,-60,2023-06-14 14:56:23.36378+10
81,Battery-14,2.3576,2.3646,7,26.5,18.13,0.21,230.2,-60,2023-06-14 14:57:24.32364+10
81,Battery-14,2.359,2.3669,7.9,26.5,21.14,0.24,231.1,-70,2023-06-14 14:58:23.607421+10
81,Battery-14,2.359,2.3669,7.9,27,21.11,0.24,231.6,-70,2023-06-14 14:59:23.260833+10
81,Battery-14,2.359,2.3687,9.7,28,21.14,0.28,232.5,-70,2023-06-14 15:00:24.126141+10
81,Battery-14,2.359,2.3687,9.7,28,21.11,0.24,231.7,-70,2023-06-14 15:01:25.448853+10
81,Battery-14,2.3601,2.3687,8.6,28.5,21.18,0.34,230.2,-70,2023-06-14 15:02:24.440732+10
81,Battery-14,2.3613,2.3711,9.8,29.5,24.06,0.34,230.7,-80,2023-06-14 15:03:23.98311+10
81,Battery-14,2.3613,2.3711,9.8,30,23.99,0.34,231,-80,2023-06-14 15:04:25.131499+10
81,Battery-14,2.3613,2.3711,9.8,30.5,23.89,0.34,231.7,-80,2023-06-14 15:05:25.572099+10
81,Battery-14,2.3624,2.3711,8.7,31,23.89,0.31,233.6,-80,2023-06-14 15:06:25.920075+10
81,Battery-14,2.3624,2.3736,11.2,31.5,23.89,0.38,234.2,-80,2023-06-14 15:07:33.792414+10
81,Battery-14,2.3641,2.3735,9.4,32,26.91,0.34,233.1,-90,2023-06-14 15:08:23.725585+10
